1,51837126; 14,321; 3,25974; 2,21921; 71,2492; 1,45935; 5,78508; 1,62855; 0; 0
1,52042146; 13,3767; 0; 1,40066; 72,2516; 0,32913; 12,49932; 0; 0; 0
1,51317742; 13,007625; 0; 3,029735; 70,5912; 6,21; 6,94178; 0; 0; 0
1,51753165428571; 12,8808; 3,52529142857143; 1,30023285714286; 72,958; 0,592611428571429; 8,53964; 0,01305; 0,0298714285714286; 0
1,5151365; 14,853; 0; 2,42144; 73,7188; 0; 8,389; 0,5607; 0; 0
1,518809775; 14,084925; 2,30786; 1,5073925; 72,5456; 0; 9,48114; 0; 0; 0
1,51652608; 11,94695; 0; 1,1888; 75,1804; 2,70135; 8,927; 0; 0; 0
1,52210718; 14,188; 3,78058; 0,90953; 71,3612; 0,22977; 9,1422; 0; 0,1887; 0
1,5151365; 14,00845; 2,68053; 3,5; 69,8884; 1,68291; 5,87116; 2,1987; 0; 0
1,51809030666667; 14,3232166666667; 0; 2,01377; 73,4649333333333; 0; 8,51094666666667; 1,62645; 0; 0
1,5196925; 14,5604; 0; 0,55964; 73,478; 0; 11,21888; 0; 0; 0
1,51686018666667; 14,7044833333333; 0; 1,99023; 73,1382666666667; 0; 8,4428; 1,6233; 0,0255; 0
1,51556932; 13,8688; 0; 2,54021; 73,2316; 0,14283; 9,4112; 0,80955; 0,0051; 0
1,5215149; 11,02925; 1,71069; 1,56116; 73,4388; 0,57753; 11,617; 0; 0; 0
1,51299518; 14,4008; 1,74212; 1,53869; 74,5476; 0; 7,59276; 0; 0; 0
1,51130946; 13,68925; 3,20137; 1,81154; 72,8116; 1,75743; 5,43; 1,1907; 0; 0
1,51115; 17,38; 0; 0,34136; 75,41; 0; 6,64588; 0; 0; 0
1,51830292; 14,3875; 0; 1,82117; 72,862; 1,40967; 6,47372; 2,8791; 0; 0
1,51807512; 13,2592166666667; 2,84067333333333; 1,253; 72,89; 0,5382; 9,04177333333333; 0; 0,153; 0
1,51919134; 14,417; 3,57853; 1,36856; 72,078; 0,5589; 8,30292; 0; 0; 0
1,52365622; 15,79065; 1,83192; 1,31078; 70,4316; 0,3105; 8,61496; 1,67895; 0; 0
1,5215149; 13,0730166666667; 3,62642333333333; 0,88064; 72,246; 0,20493; 9,8416; 0; 0,085; 0
1,51609326; 15,126; 0; 2,51132; 73,0524; 0,04968; 8,83016; 0,5292; 0; 0
1,516403068; 12,90588; 3,530038; 1,261988; 73,0916; 0,573804; 8,389; 0; 0,06018; 0
1,51801437333333; 13,4542833333333; 3,36899666666667; 1,56223; 72,0388; 0,56925; 8,86244; 0; 0,153; 0
1,51666276; 12,858; 0; 1,8308; 73,8812; 0,96876; 10,17516; 0; 0; 0
1,52320062; 13,7225; 3,72221; 0,51149; 71,7476; 0,08694; 10,568; 0; 0,0816; 0
1,5193508; 13,6427; 3,53812; 0,74903; 72,6492; 0,16146; 8,89472; 0,1512; 0,1224; 0
1,52247166; 14,85965; 2,2001; 2,05871; 70,258; 0,75762; 9,75552; 0; 0; 0
1,51887242; 14,99265; 0,78126; 1,74092; 72,498; 0; 9,9492; 0; 0; 0
1,52004559; 13,79565; 3,661595; 1,15028; 72,0416; 0,07452; 9,14758; 0; 0; 0
1,51768786; 12,45235; 2,71196; 1,29152; 73,702; 0,5589; 9,05612; 0; 0,1224; 0
1,51613882; 13,8821; 1,77804; 1,78907; 73,0972; 0; 8,66876; 0,75915; 0; 0
1,52210718; 13,72915; 3,83895; 0,72014; 71,7588; 0,16767; 9,74476; 0; 0; 0
1,517488535; 13,300225; 3,6425125; 1,15028; 73,1; 0,5728725; 8,12807; 0; 0; 0
1,52058092; 12,85135; 1,61191; 2,17106; 72,1788; 0,75762; 9,70172; 0,2394; 0,2601; 0
1,51509094; 15,15225; 0; 2,25131; 73,5004; 0; 8,3352; 0,63; 0; 0
1,51761952; 13,88875; 3,60098; 1,35893; 72,7276; 0,47817; 7,82948; 0; 0; 0
1,51622994; 14,2013; 0; 2,79059; 73,4612; 0,03726; 9,04536; 0,40005; 0,459; 0
1,51697408666667; 13,2481333333333; 3,517915; 1,327365; 72,6865333333333; 0,57132; 8,43204; 0; 0,0085; 0
1,51671971; 14,8264; 0; 2,30588; 73,2904; 0; 8,83016; 0,666225; 0; 0
1,51966972; 14,7732; 3,74915; 0,29; 72,022; 0,03105; 9,00232; 0; 0; 0
1,51914578; 12,73165; 1,84988; 1,85969; 72,6884; 0,60237; 10,08908; 0; 0; 0
1,51583129; 12,754925; 3,535875; 1,59005; 73,0832; 0,655155; 8,07696; 0; 0,1275; 0
1,52101374; 13,6427; 4,49; 1,09892; 71,7812; 0,0621; 8,75484; 0; 0; 0
1,51622994; 14,14145; 0; 2,88047; 72,61; 0,08073; 9,18524; 1,06155; 0; 0
1,52056953; 13,120675; 0,163885; 1,63499; 73,2092; 0,301185; 11,2942; 0; 0,0714; 0
1,5163894; 14,36755; 0; 2,73923; 72,8508; 0; 9,45424; 0,53865; 0; 0
1,51925968; 13,19715; 3,33158; 1,27868; 72,358; 0,60237; 9,1422; 0; 0,0561; 0
1,516845; 14,9195; 0; 1,9913; 73,58; 0; 8,39976; 1,59075; 0; 0
1,51916856; 14,1481; 0; 2,09081; 72,7388; 0; 10,88532; 0; 0; 0
1,52171992; 13,4964; 3,800785; 0,89027; 71,9016; 0,20493; 9,5726; 0; 0,0459; 0
1,52182622666667; 14,1481; 3,80003666666667; 0,50614; 71,7774666666667; 0,11178; 9,59770666666667; 0; 0; 0
1,51910022; 13,88875; 3,52914; 1,32041; 71,8092; 0,50922; 8,77636; 0,11025; 0; 0
1,51588824; 12,87795; 3,43036; 1,40066; 73,282; 0,68931; 8,04468; 0; 0,1224; 0
1,51643496; 12,15975; 3,52016; 1,3493; 72,89; 0,57132; 8,52888; 0; 0; 0
1,5196925; 12,63855; 0; 1,65104; 73,7524; 0,37881; 11,53092; 0; 0; 0
1,51717531; 13,4911125; 3,5123025; 1,209665; 72,7976; 0,5666625; 8,37824; 0; 0,014025; 0
1,52315506; 13,4432; 3,34056; 1,23053; 72,3804; 0,60237; 8,83016; 0; 0; 0
1,517569404; 12,6585; 3,501302; 1,292162; 73,25848; 0,580014; 8,554704; 0; 0,00612; 0
